BlockID,BasinID,CentreX,CentreY,CoordX,CoordY,estgw0,gw0mSL,estgwm,gwmmSL
258,1,10600,2165.230977,2706324.148,1246585.029,526.5507809,301.1673342,528.3501635,303.2435865
259,1,10900,1992.025897,2706624.148,1246411.824,526.4306871,374.3677177,528.304619,375.645381
269,1,2800,2511.641137,2698524.148,1246931.439,527.2676656,45.6966472,528.1083535,46.34619198
270,1,3100,2338.436057,2698824.148,1246758.234,528.0144444,38.56217958,528.4161553,39.64384466
271,1,3400,2511.641137,2699124.148,1246931.439,529.0784116,24.98433208,528.8100584,26.71021185
272,1,3700,2338.436057,2699424.148,1246758.234,529.4390004,19.36348224,529.0008537,21.21914629
273,1,4000,2511.641137,2699724.148,1246931.439,530.3446989,10.12581237,529.3855561,10.74957907
274,1,4300,2338.436057,2700024.148,1246758.234,530.301513,9.904901192,529.4207932,10.43322139
275,1,4600,2511.641137,2700324.148,1246931.439,530.9165703,10.54953849,529.7191281,11.36680942
277,1,5200,2511.641137,2700924.148,1246931.439,530.8240046,13.73153778,529.7516112,14.49081309
285,1,7600,2511.641137,2703324.148,1246931.439,528.4219943,107.430616,528.9734231,108.6265769
286,1,7900,2338.436057,2703624.148,1246758.234,528.1080911,109.1282414,528.8626423,110.1270484
287,1,8200,2511.641137,2703924.148,1246931.439,527.9200537,107.8392737,528.8123011,108.7214827
288,1,8500,2338.436057,2704224.148,1246758.234,527.6657755,117.8146797,528.721621,119.1117123
289,1,8800,2511.641137,2704524.148,1246931.439,527.4931013,118.343006,528.6742548,119.4000695
290,1,9100,2338.436057,2704824.148,1246758.234,527.2859934,124.2949384,528.5991323,124.7875344
291,1,9400,2511.641137,2705124.148,1246931.439,527.1307161,149.150268,528.5555566,149.5426577
292,1,9700,2338.436057,2705424.148,1246758.234,526.9605274,168.366827,528.4925601,168.6997476
306,1,2800,2858.051297,2698524.148,1247277.849,527.444474,47.63973724,528.1193236,48.43881592
307,1,3100,2684.846217,2698824.148,1247104.644,528.4338464,41.36490506,528.519122,42.79474662
308,1,3400,2858.051297,2699124.148,1247277.849,529.7301825,14.23734838,529.0016305,14.61170279
309,1,3700,2684.846217,2699424.148,1247104.644,530.1780261,14.07291326,529.2519892,14.61467746
310,1,4000,2858.051297,2699724.148,1247277.849,531.2275459,9.921809035,529.7369163,11.06975037
311,1,4300,2684.846217,2700024.148,1247104.644,531.1726095,9.065327681,529.7825293,10.00413736
312,1,4600,2858.051297,2700324.148,1247277.849,531.8564497,9.184242801,530.1597375,10.46692912
313,1,4900,2684.846217,2700624.148,1247104.644,531.364375,12.31489682,529.9634251,13.21657488
314,1,5200,2858.051297,2700924.148,1247277.849,531.5848331,13.24454737,530.1091758,13.91082425
315,1,5500,2684.846217,2701224.148,1247104.644,530.914821,14.09480122,529.8263775,14.40439175
